date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-02-22,8cfa733d2c4b4d6bc9b588892a933983,Atlanta Hawks,Brooklyn Nets,-3.5,-110,3.5,-118,,,,,-2.5,-117,2.5,-115,,,,,-4.0,-115,4.0,-115,-1.5,-120,1.5,-110,-0.5,-122,0.5,-108,,,,,-4.5,-118,4.5,-111
2026-02-22,7b90ac67ff251c150cfaec7dad0c57fb,Milwaukee Bucks,Toronto Raptors,8.5,-118,-8.5,-110,,,,,8.5,-120,-8.5,-114,,,,,9.0,-115,-9.0,-115,8.5,-125,-8.5,-105,8.5,-118,-8.5,-112,,,,,8.5,-118,-8.5,-111
2026-02-22,782bd538baddbe08fa942761254729cf,Golden State Warriors,Denver Nuggets,-1.5,-102,1.5,-125,,,,,-1.5,-117,1.5,-117,,,,,7.0,-105,-7.0,-115,-1.5,-110,1.5,-120,-0.5,-122,0.5,-108,,,,,-1.5,-111,1.5,-118
2026-02-22,c58609240b6495b450250cabc147e1ac,Indiana Pacers,Dallas Mavericks,1.5,-120,-1.5,100,1.0,-108,-1.0,-112,1.0,-113,-1.0,-110,1.0,-115,-1.0,-105,1.0,-110,-1.0,-110,1.5,-115,-1.5,-105,1.0,-106,-1.0,-114,1.0,-104,-1.0,-108,1.0,-110,-1.0,-110
2026-02-22,a347a356427b6eb7be0785a1fe56c0ef,Washington Wizards,Charlotte Hornets,11.5,-118,-11.5,-102,11.5,-112,-11.5,-108,11.0,-108,-11.0,-115,11.5,-110,-11.5,-110,11.0,-110,-11.0,-110,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,11.5,-108,-11.5,-104,11.5,-110,-11.5,-110
2026-02-22,17acdc05db1e8ba29fd2f420dcdf9bcc,Los Angeles Lakers,Boston Celtics,1.5,-118,-1.5,-102,1.0,-115,-1.0,-105,1.5,-110,-1.5,-113,1.0,-110,-1.0,-110,1.0,-115,-1.0,-105,1.5,-120,-1.5,100,1.0,-110,-1.0,-110,1.0,-111,-1.0,-101,1.0,-110,-1.0,-110
2026-02-22,439a6986fb7fa87228b403c29d22f4b6,Minnesota Timberwolves,Philadelphia 76ers,-9.5,-102,9.5,-118,-9.0,-110,9.0,-110,-9.0,-115,9.0,-108,-9.0,-110,9.0,-110,-9.0,-115,9.0,-105,-9.5,-102,9.5,-118,-9.5,-110,9.5,-110,-9.0,-106,9.0,-106,-9.0,-110,9.0,-110
2026-02-22,ded265e6250d4401a3786f34c967bc8b,Chicago Bulls,New York Knicks,10.5,-115,-10.5,-105,10.0,-110,-10.0,-110,10.5,-115,-10.5,-108,10.0,-110,-10.0,-110,10.0,-110,-10.0,-110,10.5,-118,-10.5,-102,10.5,-112,-10.5,-108,10.0,-106,-10.0,-106,10.0,-110,-10.0,-110
2026-02-22,14255f77d428aeeedddf9c964b461b3d,Phoenix Suns,Portland Trail Blazers,3.5,-105,-3.5,-115,3.0,-105,-3.0,-115,4.0,-114,-4.0,-109,3.5,-110,-3.5,-110,3.5,-110,-3.5,-110,3.5,-110,-3.5,-110,4.0,-112,-4.0,-108,3.0,-101,-3.0,-111,3.5,-110,-3.5,-110
2026-02-22,e553a415ff6fd8af818c5f4bc50fe23d,Los Angeles Clippers,Orlando Magic,-1.5,-110,1.5,-110,-2.0,-105,2.0,-115,-2.0,-113,2.0,-109,-1.5,-110,1.5,-110,-1.5,-115,1.5,-105,-1.5,-112,1.5,-108,-2.5,-106,2.5,-114,-2.0,-101,2.0,-111,-2.0,-110,2.0,-110
